m3_correct_parity_incorrect,parity_correct_m3_incorrect,hybrid_corrected_vs_m3,hybrid_harmed_vs_m3,net_cases_corrected_over_m3,positives_corrected_by_hybrid,positives_harmed_by_hybrid,negatives_corrected_by_hybrid,negatives_harmed_by_hybrid
70,50,32,26,6,4,4,28,22
