file,start,base_mad,base_rmse,base_bias,base_w5,base_w10,base_r,acc_tp,acc_fp,acc_fn,acc_n_true,acc_n_pred,acc_dice,acc_tp_eb,acc_fp_eb,acc_fn_eb,dec_tp,dec_fp,dec_fn,dec_n_true,dec_n_pred,dec_dice,dec_tp_eb,dec_fp_eb,dec_fn_eb
train12.csv,9600,2.4715659374012793,2.977856326196117,1.3584873879500337,0.84125,1.0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0
train12.csv,14400,0.6214924612149714,0.886790657841416,0.1964769101877996,1.0,1.0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0
train12.csv,19200,3.2861297597018773,3.465569171640911,-2.06387378337662,0.9602083333333333,1.0,,0,0,0,0,0,,0,0,0,0,0,1,1,0,0.0,0,0,1
train12.csv,24000,2.9774479237435307,3.5081800157282523,1.71047407426962,0.8008333333333333,1.0,,1,0,0,1,1,0.89171974522293,0,0,1,3,0,0,3,3,0.8886043533930857,3,0,0
train13.csv,0,4.075582244057139,5.236808019945555,2.1629176894028457,0.755,0.8533333333333334,,0,0,0,0,0,,0,0,0,3,0,0,3,3,0.8179473955647241,2,0,1
train13.csv,4800,18.794746484745545,20.514438853508178,-18.79237933668225,0.11145833333333334,0.20958333333333334,,0,6,0,0,6,0.0,0,1,0,5,1,0,5,6,0.7103008204193254,5,3,0
train13.csv,9600,10.823898622270935,11.359141278975184,-10.823898622270935,0.05291666666666667,0.42770833333333336,,0,1,0,0,1,0.0,0,0,0,6,1,2,8,7,0.5329492257832193,7,3,1
train13.csv,14400,33.95484358576329,34.04432495900784,-33.95484358576329,0.0,0.0,,0,5,0,0,5,0.0,0,0,0,4,3,1,5,7,0.44561997460854846,5,2,0
train13.csv,19200,25.509119793802128,30.0910441996364,-25.509119793802128,0.15854166666666666,0.3225,,1,5,0,1,6,0.10182275298554368,0,0,1,5,2,3,8,7,0.61191381495564,8,1,0
train13.csv,24000,2.92153377858305,3.689802812336156,-1.2373313554533645,0.8008333333333333,1.0,,0,0,0,0,0,,0,0,0,4,2,2,6,6,0.6576782449725777,5,2,1
train14.csv,0,3.7098847380081286,4.033778029970062,1.2410738811385922,0.79875,1.0,,0,0,0,0,0,,0,0,0,6,0,0,6,6,0.8005452067242163,6,0,0
train14.csv,4800,11.158684374886974,15.752176204786618,8.177514261974423,0.5129166666666667,0.6702083333333333,,3,0,7,10,3,0.24591029023746702,3,0,7,1,5,1,2,6,0.16285714285714287,1,0,1
train15.csv,0,9.613597526514644,10.944858766926377,7.759246577106991,0.22,0.5589583333333333,,5,0,5,10,5,0.3596330275229358,7,1,3,2,3,0,2,5,0.395,0,0,2
train15.csv,4800,9.883404146606866,13.098720304294178,8.913065835110045,0.476875,0.539375,,3,0,10,13,3,0.15214384508990317,11,0,2,0,4,0,0,4,0.0,0,0,0
