median_eff_windows,median_T,median_eff_fraction,median_top1_mass,frac_top1_is_max_window,median_spearman_alpha_r,median_spearman_alpha_recency
5.226091384887695,17.0,0.32218383340274587,0.31673043966293335,0.3162705667276051,0.08088235294117649,1.0
