brier_score,calibration_slope,calibration_intercept,horizon_min
0.1662270382998172,0.34212662411207784,-0.6854513604502332,60
0.1662270382998172,0.34212662411207784,-0.6854513604502332,45
0.1636640921023766,0.49821042400708304,-0.3836683346960928,30
0.15888821575868373,0.7297453594403744,-0.019868104597901372,20
0.14865726574040222,1.0400454960947771,0.3822196725546877,10
0.16297152632541131,0.480016736699221,-0.7758903930066257,0
