dM,dM_p,dM_ci_lo,dM_ci_hi,d0,p0,d10,p10,d20,p20,d30,p30
-0.006516538381526937,0.259,-0.016814593450091335,0.004169651505791206,-0.019367588932806323,0.049,0.0017890576242979295,0.818,0.000707301851466613,0.936,-0.009194924069065968,0.311
